search v2: odd=True, N_CAP=1.00e+24, DELTA_MAX=1.0e+07, MIN_DEPTH=6
SPF shard: smallest prime factor = 3
P2 sub-shard: second prime factor = 5
P3 sub-sub-shard: third prime factor = 13
progress: nodes=10,000,000 tested=0 found=0 n=60786082506405102795 elapsed=0s
progress: nodes=20,000,000 tested=0 found=0 n=48742315705357327755 elapsed=1s
progress: nodes=30,000,000 tested=0 found=0 n=906235563078729750342645 elapsed=2s
progress: nodes=40,000,000 tested=0 found=0 n=867836276407483548404265 elapsed=3s
progress: nodes=50,000,000 tested=0 found=0 n=907656257508211491485985 elapsed=3s
progress: nodes=60,000,000 tested=0 found=0 n=752818181051911535139735 elapsed=4s
progress: nodes=70,000,000 tested=0 found=0 n=943016352096041334558135 elapsed=4s
progress: nodes=80,000,000 tested=0 found=0 n=978402551224709804797305 elapsed=5s
progress: nodes=90,000,000 tested=0 found=0 n=994571162271241934031315 elapsed=5s
progress: nodes=100,000,000 tested=0 found=0 n=674279653299462540416385 elapsed=6s
progress: nodes=110,000,000 tested=0 found=0 n=762150494016164785078755 elapsed=6s
progress: nodes=120,000,000 tested=0 found=0 n=693833140676567565927045 elapsed=7s
progress: nodes=130,000,000 tested=0 found=0 n=544919489563039060748265 elapsed=8s
progress: nodes=140,000,000 tested=0 found=0 n=855322755667527821259105 elapsed=8s
progress: nodes=150,000,000 tested=0 found=0 n=749938934269997516320965 elapsed=9s
progress: nodes=160,000,000 tested=0 found=0 n=795467252785370768122455 elapsed=9s
progress: nodes=170,000,000 tested=0 found=0 n=992115073280390662992285 elapsed=10s
progress: nodes=180,000,000 tested=0 found=0 n=831835185692786181874305 elapsed=10s
progress: nodes=190,000,000 tested=0 found=0 n=912242145072495401726445 elapsed=11s
progress: nodes=200,000,000 tested=0 found=0 n=920857792656282693154605 elapsed=11s
progress: nodes=210,000,000 tested=0 found=0 n=890091100056610928735415 elapsed=12s
progress: nodes=220,000,000 tested=0 found=0 n=940098588003694268154135 elapsed=12s
progress: nodes=230,000,000 tested=0 found=0 n=452950341762094019091495 elapsed=13s
progress: nodes=240,000,000 tested=0 found=0 n=947090917906479247000905 elapsed=13s
progress: nodes=250,000,000 tested=0 found=0 n=953742903178325475686445 elapsed=14s
progress: nodes=260,000,000 tested=0 found=0 n=763108863720935343270165 elapsed=14s
progress: nodes=270,000,000 tested=0 found=0 n=873085931625553919726895 elapsed=15s
progress: nodes=280,000,000 tested=0 found=0 n=817043604421336201564785 elapsed=15s
progress: nodes=290,000,000 tested=0 found=0 n=661523401517020466402745 elapsed=16s
progress: nodes=300,000,000 tested=0 found=0 n=980849939963438757080115 elapsed=16s
progress: nodes=310,000,000 tested=0 found=0 n=806960950327139176109385 elapsed=17s
progress: nodes=320,000,000 tested=0 found=0 n=837791460573724892524185 elapsed=18s
progress: nodes=330,000,000 tested=0 found=0 n=583792911675834513604965 elapsed=18s
progress: nodes=340,000,000 tested=0 found=0 n=480198364516180926006885 elapsed=19s
progress: nodes=350,000,000 tested=0 found=0 n=738721656509634562701105 elapsed=19s
progress: nodes=360,000,000 tested=0 found=0 n=645605402800041810967815 elapsed=20s
progress: nodes=370,000,000 tested=0 found=0 n=777875783136117016129155 elapsed=20s
progress: nodes=380,000,000 tested=0 found=0 n=913128535603098684441585 elapsed=21s
progress: nodes=390,000,000 tested=0 found=0 n=828245521154672193229605 elapsed=21s
progress: nodes=400,000,000 tested=0 found=0 n=863754001720829462610315 elapsed=22s
progress: nodes=410,000,000 tested=0 found=0 n=770936289947150008003335 elapsed=22s
progress: nodes=420,000,000 tested=0 found=0 n=668718463745641189203765 elapsed=23s
progress: nodes=430,000,000 tested=0 found=0 n=880770086884980168752655 elapsed=23s
progress: nodes=440,000,000 tested=0 found=0 n=874289614118392628213265 elapsed=24s
progress: nodes=450,000,000 tested=0 found=0 n=948700031338646911672335 elapsed=24s
progress: nodes=460,000,000 tested=0 found=0 n=618780503197721323497285 elapsed=25s
progress: nodes=470,000,000 tested=0 found=0 n=314166118808932272559755 elapsed=25s
progress: nodes=480,000,000 tested=0 found=0 n=798940947788886265787385 elapsed=26s
progress: nodes=490,000,000 tested=0 found=0 n=924505641517836494836395 elapsed=26s
progress: nodes=500,000,000 tested=0 found=0 n=896256905097627289182915 elapsed=27s
progress: nodes=510,000,000 tested=0 found=0 n=986024318331471830767395 elapsed=27s
progress: nodes=520,000,000 tested=0 found=0 n=349473230349449871576015 elapsed=28s
progress: nodes=530,000,000 tested=0 found=0 n=494928010537692624009585 elapsed=28s
progress: nodes=540,000,000 tested=0 found=0 n=824390872490288569916385 elapsed=29s
progress: nodes=550,000,000 tested=0 found=0 n=671097591958719560717745 elapsed=29s
progress: nodes=560,000,000 tested=0 found=0 n=812283495827491877642505 elapsed=30s
progress: nodes=570,000,000 tested=0 found=0 n=684522100530566104345695 elapsed=30s
progress: nodes=580,000,000 tested=0 found=0 n=664998355931146985373795 elapsed=31s
progress: nodes=590,000,000 tested=0 found=0 n=989305424251290830231145 elapsed=31s
progress: nodes=600,000,000 tested=0 found=0 n=569359446170721922965015 elapsed=32s
progress: nodes=610,000,000 tested=0 found=0 n=642088053340977144869955 elapsed=32s
progress: nodes=620,000,000 tested=0 found=0 n=935618305199936522511555 elapsed=33s
progress: nodes=630,000,000 tested=0 found=0 n=889021027142041125183345 elapsed=34s
progress: nodes=640,000,000 tested=0 found=0 n=771944312493200835189045 elapsed=34s
progress: nodes=650,000,000 tested=0 found=0 n=928158592600991431291365 elapsed=35s
progress: nodes=660,000,000 tested=0 found=0 n=706779621048278471650515 elapsed=35s
progress: nodes=670,000,000 tested=0 found=0 n=757530158053981992621435 elapsed=36s
progress: nodes=680,000,000 tested=0 found=0 n=584372843657299287724185 elapsed=36s
progress: nodes=690,000,000 tested=0 found=0 n=786112475012910392655555 elapsed=37s
progress: nodes=700,000,000 tested=0 found=0 n=572483569469683506307335 elapsed=37s
progress: nodes=710,000,000 tested=0 found=0 n=758486345921303435169435 elapsed=38s
progress: nodes=720,000,000 tested=0 found=0 n=555087138012074060593785 elapsed=38s
progress: nodes=730,000,000 tested=0 found=0 n=499678380603793687595715 elapsed=39s
progress: nodes=740,000,000 tested=0 found=0 n=803639791317045820972185 elapsed=39s
progress: nodes=750,000,000 tested=0 found=0 n=518847729033180747580965 elapsed=40s
progress: nodes=760,000,000 tested=0 found=0 n=676793709023536285434045 elapsed=40s
progress: nodes=770,000,000 tested=0 found=0 n=590616503318509810012845 elapsed=41s
progress: nodes=780,000,000 tested=0 found=0 n=554293250732464171295445 elapsed=41s
progress: nodes=790,000,000 tested=0 found=0 n=941302273149928391686335 elapsed=42s
