search v2: odd=True, N_CAP=1.00e+24, DELTA_MAX=1.0e+07
SPF shard: smallest prime factor = 3
P2 sub-shard: second prime factor = 13
progress: nodes=520,000,000 tested=0 found=0 n=99613135499368818352779 elapsed=52s
progress: nodes=530,000,000 tested=0 found=0 n=50597316953003999702043 elapsed=53s
progress: nodes=540,000,000 tested=0 found=0 n=122072867626124447738667 elapsed=54s
progress: nodes=550,000,000 tested=0 found=0 n=822458452394129371604433 elapsed=55s
progress: nodes=560,000,000 tested=0 found=0 n=307180715555666477808621 elapsed=56s
progress: nodes=570,000,000 tested=0 found=0 n=236522401651607142607497 elapsed=56s
progress: nodes=580,000,000 tested=0 found=0 n=36546149081351675376117 elapsed=57s
progress: nodes=590,000,000 tested=0 found=0 n=18155367055889965170711 elapsed=58s
progress: nodes=600,000,000 tested=0 found=0 n=33816114115000351236999 elapsed=59s
progress: nodes=610,000,000 tested=0 found=0 n=107241952467789994353759 elapsed=60s
progress: nodes=620,000,000 tested=0 found=0 n=189537343594191568279629 elapsed=61s
progress: nodes=630,000,000 tested=0 found=0 n=50598455183713067958639 elapsed=61s
progress: nodes=640,000,000 tested=0 found=0 n=28267855961766129358299 elapsed=62s
progress: nodes=650,000,000 tested=0 found=0 n=188402307167623640352651 elapsed=63s
progress: nodes=660,000,000 tested=0 found=0 n=156741647312690556228333 elapsed=64s
progress: nodes=670,000,000 tested=0 found=0 n=55755914632244757529443 elapsed=65s
progress: nodes=680,000,000 tested=0 found=0 n=607338934080234705734697 elapsed=66s
progress: nodes=690,000,000 tested=0 found=0 n=467153499555090674652573 elapsed=67s
progress: nodes=700,000,000 tested=0 found=0 n=175821422880694085295957 elapsed=67s
progress: nodes=710,000,000 tested=0 found=0 n=348783319097606798859519 elapsed=68s
progress: nodes=720,000,000 tested=0 found=0 n=533885467433043912024033 elapsed=69s
progress: nodes=730,000,000 tested=0 found=0 n=124236758842324360303383 elapsed=70s
progress: nodes=740,000,000 tested=0 found=0 n=117618955988530771646703 elapsed=71s
