search v2: odd=True, N_CAP=1.00e+24, DELTA_MAX=1.0e+07, MIN_DEPTH=6
SPF shard: smallest prime factor = 3
P2 sub-shard: second prime factor = 5
P3 sub-sub-shard: third prime factor = 13
CAND 35090518125 9995430 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4457, 1)]
CAND 36239994375 9807090 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4603, 1)]
CAND 36381710625 9783870 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4621, 1)]
CAND 36507680625 9763230 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4637, 1)]
CAND 36523426875 9760650 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4639, 1)]
CAND 36554919375 9755490 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4643, 1)]
CAND 36602158125 9747750 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4649, 1)]
CAND 36617904375 9745170 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4651, 1)]
CAND 36665143125 9737430 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4657, 1)]
CAND 36712381875 9729690 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4663, 1)]
CAND 36791113125 9716790 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4673, 1)]
CAND 36838351875 9709050 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4679, 1)]
CAND 36932829375 9693570 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4691, 1)]
CAND 37027306875 9678090 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4703, 1)]
CAND 37169023125 9654870 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4721, 1)]
CAND 37184769375 9652290 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4723, 1)]
CAND 37232008125 9644550 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4729, 1)]
CAND 37263500625 9639390 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4733, 1)]
CAND 37405216875 9616170 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4751, 1)]
CAND 37468201875 9605850 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4759, 1)]
CAND 37657156875 9574890 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4783, 1)]
CAND 37688649375 9569730 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4787, 1)]
CAND 37704395625 9567150 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4789, 1)]
CAND 37735888125 9561990 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4793, 1)]
CAND 37783126875 9554250 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4799, 1)]
CAND 37798873125 9551670 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4801, 1)]
CAND 37893350625 9536190 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4813, 1)]
CAND 37924843125 9531030 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4817, 1)]
CAND 38035066875 9512970 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4831, 1)]
CAND 38271260625 9474270 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4861, 1)]
CAND 38349991875 9461370 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4871, 1)]
CAND 38397230625 9453630 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4877, 1)]
CAND 38491708125 9438150 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4889, 1)]
CAND 38601931875 9420090 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4903, 1)]
CAND 38649170625 9412350 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4909, 1)]
CAND 38727901875 9399450 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4919, 1)]
CAND 38822379375 9383970 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4931, 1)]
CAND 38838125625 9381390 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4933, 1)]
CAND 38869618125 9376230 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4937, 1)]
CAND 38916856875 9368490 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4943, 1)]
CAND 38979841875 9358170 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4951, 1)]
CAND 39027080625 9350430 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4957, 1)]
CAND 39105811875 9337530 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4967, 1)]
CAND 39121558125 9334950 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4969, 1)]
CAND 39153050625 9329790 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4973, 1)]
CAND 39263274375 9311730 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4987, 1)]
CAND 39310513125 9303990 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4993, 1)]
CAND 39357751875 9296250 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (4999, 1)]
CAND 39389244375 9291090 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5003, 1)]
CAND 39436483125 9283350 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5009, 1)]
CAND 39452229375 9280770 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5011, 1)]
CAND 39530960625 9267870 [(3, 1), (5, 4), (13, 1), (17, 1), (19, 1), (5021, 1)]
